Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
986,Nikola Vlaši?,MF,hr Croatia,28,1997,2.1,1,3,1,33.3,1.43,0.48,0.33,1,0,0,Matches
987,Cristian Volpato,MF,au Australia,22,2003,1.8,0,4,1,25,2.25,0.56,0,0,0,0,Matches
988,Vozinha,GK,cv Cabo Verde,40,1986,4.3,0,0,0,,0,0,,,0,0,Matches
989,Francis de Vries,DF,nz New Zealand,31,1994,0.2,0,0,0,,0,0,,,0,0,Matches
990,Luka Vuškovi?,DF,hr Croatia,19,2007,0.7,0,0,0,,0,0,,,0,0,Matches
991,Elye Wahi,FW,ci Côte d'Ivoire,23,2003,1.2,0,3,2,66.7,2.45,1.64,0,0,0,0,Matches
992,Aaron Wan-Bissaka,DF,cd Congo DR,28,1997,3.9,0,0,0,,0,0,,,0,0,Matches
993,Paul Wanner,MF,at Austria,20,2005,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
994,Tsuyoshi Watanabe,DF,jp Japan,29,1997,1,0,0,0,,0,0,,,0,0,Matches
995,Cecilio Waterman,FW,pa Panama,35,1991,0.8,0,2,1,50,2.37,1.18,0,0,0,0,Matches
996,Ollie Watkins,"FW,MF",eng England,30,1995,0.6,0,1,0,0,1.73,0,0,,0,0,Matches
997,Timothy Weah,MF,us USA,26,2000,0.8,0,2,0,0,2.37,0,0,,0,0,Matches
998,Wout Weghorst,FW,nl Netherlands,33,1992,0.6,0,0,0,,0,0,,,0,0,Matches
999,Jacob Widell Zetterström,GK,se Sweden,27,1998,2,0,0,0,,0,0,,,0,0,Matches
1000,Silvan Widmer,DF,ch Switzerland,33,1993,1.9,0,0,0,,0,0,,,0,0,Matches
1001,Iñaki Williams,"MF,FW",gh Ghana,31,1994,1.4,0,3,0,0,2.14,0,0,,0,0,Matches
1002,Nico Williams,MF,es Spain,23,2002,1.3,0,4,2,50,3.19,1.59,0,0,0,0,Matches
1003,Ronwen Williams,GK,za South Africa,34,1992,4,0,0,0,,0,0,,,0,0,Matches
1004,Patrick Wimmer,"FW,MF",at Austria,25,2001,0.2,0,1,0,0,4.29,0,0,,0,0,Matches
1005,Florian Wirtz,MF,de Germany,23,2003,4,0,10,1,10,2.49,0.25,0,0,0,0,Matches
1006,Yoane Wissa,FW,cd Congo DR,29,1996,4,3,11,3,27.3,2.75,0.75,0.27,1,1,1,Matches
1007,Axel Witsel,"DF,MF",be Belgium,37,1989,0.4,0,0,0,,0,0,,,0,0,Matches
1008,Nick Woltemade,"FW,MF",de Germany,24,2002,0.4,0,2,0,0,5.45,0,0,,0,0,Matches
1009,Chris Wood,FW,nz New Zealand,34,1991,3,0,5,2,40,1.67,0.67,0,0,0,0,Matches
1010,Haji Wright,"FW,MF",us USA,28,1998,0,0,0,0,,0,0,,,0,0,Matches
1011,Granit Xhaka,MF,ch Switzerland,33,1992,6.7,1,9,2,22.2,1.35,0.3,0.11,0.5,1,1,Matches
1012,Kevin Yakob,MF,iq Iraq,25,2000,0.3,0,1,0,0,3.75,0,0,,0,0,Matches
1013,Lamine Yamal,"MF,FW",es Spain,18,2007,6.8,1,27,12,44.4,3.96,1.76,0.04,0.08,0,0,Matches
1014,Yannick,MF,cv Cabo Verde,30,1995,0.4,0,1,0,0,2.81,0,0,,0,0,Matches
1015,Gessime Yassine,MF,ma Morocco,20,2005,0.9,1,2,1,50,2.25,1.13,0.5,1,0,0,Matches
1016,John Yeboah,MF,ec Ecuador,25,2000,3.5,0,8,3,37.5,2.32,0.87,0,0,0,0,Matches
1017,Tete Yengi,FW,au Australia,25,2000,0.3,0,1,1,100,3.75,3.75,0,0,0,0,Matches
1018,Kenan Y?ld?z,MF,tr Türkiye,21,2005,2.4,0,14,1,7.1,5.78,0.41,0,0,0,0,Matches
1019,Caleb Yirenkyi,MF,gh Ghana,20,2006,2.9,1,2,1,50,0.68,0.34,0.5,1,0,0,Matches
1020,Seol Young-woo,MF,kr Korea Republic,27,1998,2.8,0,2,0,0,0.72,0,0,,0,0,Matches
1021,Manaf Younis,DF,iq Iraq,29,1996,0.8,0,0,0,,0,0,,,0,0,Matches
1022,Aria Yousefi,MF,ir IR Iran,24,2002,0.5,0,1,1,100,2,2,0,0,0,0,Matches
1023,Ali Yousif,FW,iq Iraq,30,1996,0.4,0,0,0,,0,0,,,0,0,Matches
1024,?smail Yüksek,MF,tr Türkiye,27,1999,1.5,0,5,0,0,3.24,0,0,,0,0,Matches
1025,Utkir Yusupov,GK,uz Uzbekistan,35,1991,1,0,0,0,,0,0,,,0,0,Matches
1027,Warren Zaïre-Emery,MF,fr France,20,2006,1.2,0,1,0,0,0.82,0,0,,0,0,Matches
1028,Denis Zakaria,DF,ch Switzerland,29,1996,4,0,5,2,40,1.26,0.5,0,0,0,0,Matches
1029,Jaroslav Zelený,MF,cz Czechia,33,1992,1.4,0,1,0,0,0.71,0,0,,0,0,Matches
1030,Alejandro Zendejas,"FW,MF",us USA,28,1998,0.2,0,1,0,0,6.43,0,0,,0,0,Matches
1031,Besfort Zeneli,MF,se Sweden,23,2002,0.7,0,1,1,100,1.5,1.5,0,0,0,0,Matches
1032,Ramiz Zerrouki,MF,dz Algeria,28,1998,1.2,0,0,0,,0,0,,,0,0,Matches
1033,Luca Zidane,GK,dz Algeria,28,1998,3,0,0,0,,0,0,,,0,0,Matches
1034,Mostafa Ziko,"FW,MF",eg Egypt,29,1997,4.1,2,8,3,37.5,1.95,0.73,0.25,0.67,0,0,Matches
1035,David Zima,DF,cz Czechia,25,2000,0.1,0,0,0,,0,0,,,0,0,Matches
1036,Zizo,MF,eg Egypt,30,1996,0.6,0,3,1,33.3,4.82,1.61,0,0,0,0,Matches
1037,Martín Zubimendi,MF,es Spain,27,1999,0.2,0,0,0,,0,0,,,0,0,Matches
1038,Themba Zwane,"FW,MF",za South Africa,36,1989,0.3,0,0,0,,0,0,,,0,0,Matches
1039,Martin Ødegaard,MF,no Norway,27,1998,5.2,0,9,3,33.3,1.72,0.57,0,0,0,0,Matches
1040,Leo Østigård,DF,no Norway,26,1999,1.6,1,3,1,33.3,1.85,0.62,0.33,1,0,0,Matches
